year,city,region,city_tier,population_approx,median_salary_gross_gbp_monthly,median_salary_net_gbp_monthly,median_salary_gross_gbp_annual,national_median_gross_gbp_monthly,national_median_gross_gbp_annual,national_min_wage_gbp_monthly,national_nlw_hourly_gbp,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_gbp,rent_1br_outside_center_gbp,meal_cheap_restaurant_gbp,groceries_monthly_gbp,public_transport_monthly_gbp,est_monthly_cost_single_gbp,affordability_ratio,rent_to_income_pct,data_source
2011,Bath,South West,city_medium,96000,2182,1582,26184,2183,26200,1054,6.08,1.0,4.5,78.2,580,468,8,190,52,940,1.68,21.4,numbeo
2012,Bath,South West,city_medium,96000,2215,1606,26580,2208,26500,1073,6.19,1.003,2.8,78.0,623,488,8,188,50,958,1.68,22.0,numbeo
2013,Bath,South West,city_medium,96000,2206,1599,26472,2250,27000,1094,6.31,0.98,2.6,78.9,625,499,9,198,54,1004,1.59,22.6,numbeo
2014,Bath,South West,city_medium,96000,2228,1615,26736,2267,27200,1127,6.5,0.983,1.5,78.3,628,495,9,197,52,999,1.62,22.2,numbeo
2015,Bath,South West,city_medium,96000,2354,1707,28248,2304,27645,1161,6.7,1.022,0.1,78.4,614,529,9,202,53,1039,1.64,22.5,numbeo
2016,Bath,South West,city_medium,96000,2349,1703,28188,2350,28195,1248,7.2,1.0,0.7,79.3,646,505,9,197,55,1012,1.68,21.5,numbeo
2017,Bath,South West,city_medium,96000,2396,1737,28752,2413,28954,1300,7.5,0.993,2.7,79.5,669,510,9,205,55,1027,1.69,21.3,numbeo
2018,Bath,South West,city_medium,96000,2539,1841,30468,2463,29559,1357,7.83,1.031,2.5,80.2,695,530,10,210,58,1077,1.71,20.9,numbeo
2019,Bath,South West,city_medium,96000,2456,1781,29472,2532,30378,1423,8.21,0.97,1.7,80.2,652,525,10,209,60,1075,1.66,21.4,numbeo
2020,Bath,South West,city_medium,96000,2530,1834,30360,2622,31461,1511,8.72,0.965,0.9,79.9,677,536,10,208,59,1084,1.69,21.2,numbeo
2021,Bath,South West,city_medium,96000,2663,1931,31956,2648,31772,1544,8.91,1.006,2.5,80.8,701,548,10,217,58,1106,1.75,20.6,numbeo
2022,Bath,South West,city_medium,96000,2655,1925,31860,2750,33000,1647,9.5,0.965,9.1,80.7,807,592,11,233,66,1202,1.6,22.3,numbeo
2023,Bath,South West,city_medium,96000,2846,2063,34152,2914,34963,1806,10.42,0.977,7.3,80.2,816,651,11,255,72,1295,1.59,22.9,numbeo
2024,Bath,South West,city_medium,96000,3199,2319,38388,3119,37430,1983,11.44,1.026,2.6,81.5,813,710,12,256,71,1377,1.68,22.2,numbeo
2010,Exeter,South West,city_medium,130000,2131,1545,25572,2157,25879,1028,5.93,0.988,3.3,57.5,577,445,8,180,48,900,1.72,20.9,ons_modeled
2011,Exeter,South West,city_medium,130000,2163,1568,25956,2183,26200,1054,6.08,0.991,4.5,57.0,616,456,8,185,52,923,1.7,21.1,ons_modeled
2012,Exeter,South West,city_medium,130000,2083,1510,24996,2208,26500,1073,6.19,0.943,2.8,56.6,587,490,9,185,52,979,1.54,23.5,ons_modeled
2013,Exeter,South West,city_medium,130000,2184,1583,26208,2250,27000,1094,6.31,0.971,2.6,56.6,595,478,9,194,52,977,1.62,21.9,ons_modeled
2014,Exeter,South West,city_medium,130000,2110,1530,25320,2267,27200,1127,6.5,0.931,1.5,58.1,643,513,9,203,56,1027,1.49,24.3,ons_modeled
2015,Exeter,South West,city_medium,130000,2263,1641,27156,2304,27645,1161,6.7,0.982,0.1,57.6,628,533,9,199,54,1041,1.58,23.6,ons_modeled
2016,Exeter,South West,city_medium,130000,2216,1607,26592,2350,28195,1248,7.2,0.943,0.7,57.1,652,497,9,193,53,998,1.61,22.4,ons_modeled
2017,Exeter,South West,city_medium,130000,2327,1687,27924,2413,28954,1300,7.5,0.964,2.7,57.8,653,539,10,205,55,1076,1.57,23.2,ons_modeled
2018,Exeter,South West,city_medium,130000,2309,1674,27708,2463,29559,1357,7.83,0.937,2.5,58.4,675,538,9,207,58,1062,1.58,23.3,ons_modeled
2019,Exeter,South West,city_medium,130000,2484,1801,29808,2532,30378,1423,8.21,0.981,1.7,58.6,697,555,9,219,58,1093,1.65,22.3,ons_modeled
2020,Exeter,South West,city_medium,130000,2470,1791,29640,2622,31461,1511,8.72,0.942,0.9,58.0,683,531,10,217,60,1089,1.64,21.5,ons_modeled
2021,Exeter,South West,city_medium,130000,2483,1800,29796,2648,31772,1544,8.91,0.938,2.5,58.1,733,585,10,228,62,1158,1.55,23.6,ons_modeled
2022,Exeter,South West,city_medium,130000,2674,1939,32088,2750,33000,1647,9.5,0.972,9.1,59.3,756,591,11,239,65,1206,1.61,22.1,ons_modeled
2023,Exeter,South West,city_medium,130000,2797,2028,33564,2914,34963,1806,10.42,0.96,7.3,58.5,859,692,12,258,73,1360,1.49,24.7,ons_modeled
2024,Exeter,South West,city_medium,130000,2923,2119,35076,3119,37430,1983,11.44,0.937,2.6,59.3,866,665,12,256,74,1335,1.59,22.8,ons_modeled
2010,Plymouth,South West,city_large,264000,2189,1587,26268,2157,25879,1028,5.93,1.015,3.3,65.8,722,561,9,187,56,1051,1.51,25.6,ons_modeled
2011,Plymouth,South West,city_large,264000,2278,1652,27336,2183,26200,1054,6.08,1.044,4.5,66.2,760,566,10,209,58,1103,1.5,24.8,ons_modeled
2012,Plymouth,South West,city_large,264000,2293,1662,27516,2208,26500,1073,6.19,1.038,2.8,65.7,759,611,9,200,60,1123,1.48,26.6,ons_modeled
2013,Plymouth,South West,city_large,264000,2329,1689,27948,2250,27000,1094,6.31,1.035,2.6,66.2,827,651,9,205,63,1172,1.44,28.0,ons_modeled
2014,Plymouth,South West,city_large,264000,2422,1756,29064,2267,27200,1127,6.5,1.068,1.5,66.8,802,623,9,219,63,1160,1.51,25.7,ons_modeled
2015,Plymouth,South West,city_large,264000,2384,1728,28608,2304,27645,1161,6.7,1.035,0.1,66.0,789,647,10,215,65,1202,1.44,27.1,ons_modeled
2016,Plymouth,South West,city_large,264000,2455,1780,29460,2350,28195,1248,7.2,1.045,0.7,66.4,789,611,10,217,63,1166,1.53,24.9,ons_modeled
2017,Plymouth,South West,city_large,264000,2503,1815,30036,2413,28954,1300,7.5,1.037,2.7,66.1,847,646,10,221,65,1209,1.5,25.8,ons_modeled
2018,Plymouth,South West,city_large,264000,2514,1823,30168,2463,29559,1357,7.83,1.021,2.5,66.4,884,643,10,225,68,1215,1.5,25.6,ons_modeled
2019,Plymouth,South West,city_large,264000,2609,1892,31308,2532,30378,1423,8.21,1.03,1.7,67.1,901,705,11,240,66,1312,1.44,27.0,ons_modeled
2020,Plymouth,South West,city_large,264000,2749,1993,32988,2622,31461,1511,8.72,1.048,0.9,67.0,865,718,10,228,68,1295,1.54,26.1,ons_modeled
2021,Plymouth,South West,city_large,264000,2671,1936,32052,2648,31772,1544,8.91,1.009,2.5,66.7,895,677,11,233,71,1284,1.51,25.3,ons_modeled
2022,Plymouth,South West,city_large,264000,2919,2116,35028,2750,33000,1647,9.5,1.061,9.1,67.6,1019,775,12,269,75,1450,1.46,26.6,ons_modeled
2023,Plymouth,South West,city_large,264000,2956,2143,35472,2914,34963,1806,10.42,1.014,7.3,67.1,1059,839,13,284,82,1562,1.37,28.4,ons_modeled
2024,Plymouth,South West,city_large,264000,3161,2292,37932,3119,37430,1983,11.44,1.013,2.6,68.1,1104,814,14,294,85,1573,1.46,25.8,ons_modeled
2010,Gloucester,South West,city_medium,129000,2004,1453,24048,2157,25879,1028,5.93,0.929,3.3,56.4,572,452,8,177,46,902,1.61,22.6,ons_modeled
2011,Gloucester,South West,city_medium,129000,2058,1492,24696,2183,26200,1054,6.08,0.943,4.5,56.7,563,487,8,178,51,946,1.58,23.7,ons_modeled
2012,Gloucester,South West,city_medium,129000,2076,1505,24912,2208,26500,1073,6.19,0.94,2.8,57.8,597,478,8,190,51,951,1.58,23.0,ons_modeled
2013,Gloucester,South West,city_medium,129000,2164,1569,25968,2250,27000,1094,6.31,0.962,2.6,56.8,633,510,9,193,53,1009,1.56,23.6,ons_modeled
2014,Gloucester,South West,city_medium,129000,2204,1598,26448,2267,27200,1127,6.5,0.972,1.5,57.1,603,487,9,193,56,991,1.61,22.1,ons_modeled
2015,Gloucester,South West,city_medium,129000,2276,1650,27312,2304,27645,1161,6.7,0.988,0.1,57.4,638,484,9,195,54,988,1.67,21.3,ons_modeled
2016,Gloucester,South West,city_medium,129000,2324,1685,27888,2350,28195,1248,7.2,0.989,0.7,57.3,663,524,9,202,54,1035,1.63,22.5,ons_modeled
2017,Gloucester,South West,city_medium,129000,2291,1661,27492,2413,28954,1300,7.5,0.949,2.7,57.8,637,546,9,213,57,1073,1.55,23.8,ons_modeled
2018,Gloucester,South West,city_medium,129000,2389,1732,28668,2463,29559,1357,7.83,0.97,2.5,57.9,701,527,10,209,59,1074,1.61,22.1,ons_modeled
2019,Gloucester,South West,city_medium,129000,2349,1703,28188,2532,30378,1423,8.21,0.928,1.7,58.1,659,532,10,206,56,1075,1.58,22.6,ons_modeled
2020,Gloucester,South West,city_medium,129000,2440,1769,29280,2622,31461,1511,8.72,0.931,0.9,57.8,679,540,9,212,59,1072,1.65,22.1,ons_modeled
2021,Gloucester,South West,city_medium,129000,2465,1787,29580,2648,31772,1544,8.91,0.931,2.5,58.5,678,581,10,228,58,1150,1.55,23.6,ons_modeled
2022,Gloucester,South West,city_medium,129000,2637,1912,31644,2750,33000,1647,9.5,0.959,9.1,58.3,768,590,11,247,65,1213,1.58,22.4,ons_modeled
2023,Gloucester,South West,city_medium,129000,2817,2042,33804,2914,34963,1806,10.42,0.967,7.3,59.0,803,672,11,252,68,1309,1.56,23.9,ons_modeled
2024,Gloucester,South West,city_medium,129000,3022,2191,36264,3119,37430,1983,11.44,0.969,2.6,59.2,816,695,12,258,73,1366,1.6,23.0,ons_modeled
2010,Cheltenham,South West,city_medium,115000,2010,1457,24120,2157,25879,1028,5.93,0.932,3.3,57.2,579,433,8,170,48,878,1.66,21.5,ons_modeled
2011,Cheltenham,South West,city_medium,115000,2079,1507,24948,2183,26200,1054,6.08,0.952,4.5,56.6,612,452,9,192,50,944,1.6,21.7,ons_modeled
2012,Cheltenham,South West,city_medium,115000,2147,1557,25764,2208,26500,1073,6.19,0.972,2.8,57.4,581,469,8,191,50,942,1.65,21.8,ons_modeled
2013,Cheltenham,South West,city_medium,115000,2114,1533,25368,2250,27000,1094,6.31,0.94,2.6,57.0,638,477,9,194,51,975,1.57,22.6,ons_modeled
2014,Cheltenham,South West,city_medium,115000,2178,1579,26136,2267,27200,1127,6.5,0.961,1.5,57.2,606,491,9,192,52,990,1.59,22.5,ons_modeled
2015,Cheltenham,South West,city_medium,115000,2128,1543,25536,2304,27645,1161,6.7,0.924,0.1,57.8,617,508,9,204,56,1023,1.51,23.9,ons_modeled
2016,Cheltenham,South West,city_medium,115000,2204,1598,26448,2350,28195,1248,7.2,0.938,0.7,57.3,621,529,9,205,55,1044,1.53,24.0,ons_modeled
2017,Cheltenham,South West,city_medium,115000,2352,1705,28224,2413,28954,1300,7.5,0.975,2.7,57.6,673,546,9,212,56,1071,1.59,23.2,ons_modeled
2018,Cheltenham,South West,city_medium,115000,2377,1723,28524,2463,29559,1357,7.83,0.965,2.5,57.5,664,545,9,217,57,1078,1.6,22.9,ons_modeled
2019,Cheltenham,South West,city_medium,115000,2432,1763,29184,2532,30378,1423,8.21,0.961,1.7,57.6,681,564,9,217,60,1102,1.6,23.2,ons_modeled
2020,Cheltenham,South West,city_medium,115000,2441,1770,29292,2622,31461,1511,8.72,0.931,0.9,57.8,720,575,10,212,58,1126,1.57,23.6,ons_modeled
2021,Cheltenham,South West,city_medium,115000,2495,1809,29940,2648,31772,1544,8.91,0.942,2.5,58.7,713,544,10,224,60,1111,1.63,21.8,ons_modeled
2022,Cheltenham,South West,city_medium,115000,2619,1899,31428,2750,33000,1647,9.5,0.952,9.1,58.7,764,648,10,238,68,1245,1.53,24.7,ons_modeled
2023,Cheltenham,South West,city_medium,115000,2800,2030,33600,2914,34963,1806,10.42,0.961,7.3,58.2,809,636,12,262,68,1303,1.56,22.7,ons_modeled
2024,Cheltenham,South West,city_medium,115000,2945,2135,35340,3119,37430,1983,11.44,0.944,2.6,59.2,837,699,12,257,73,1369,1.56,23.7,ons_modeled
2010,Poole,South West,city_medium,149000,2021,1465,24252,2157,25879,1028,5.93,0.937,3.3,56.3,569,448,8,177,50,902,1.62,22.2,ons_modeled
2011,Poole,South West,city_medium,149000,2112,1531,25344,2183,26200,1054,6.08,0.967,4.5,57.4,577,469,8,183,52,934,1.64,22.2,ons_modeled
2012,Poole,South West,city_medium,149000,2114,1533,25368,2208,26500,1073,6.19,0.957,2.8,56.8,627,500,9,187,51,990,1.55,23.7,ons_modeled
2013,Poole,South West,city_medium,149000,2164,1569,25968,2250,27000,1094,6.31,0.962,2.6,57.1,595,500,9,197,51,1001,1.57,23.1,ons_modeled
2014,Poole,South West,city_medium,149000,2149,1558,25788,2267,27200,1127,6.5,0.948,1.5,57.8,658,500,9,200,53,1008,1.55,23.3,ons_modeled
2015,Poole,South West,city_medium,149000,2141,1552,25692,2304,27645,1161,6.7,0.929,0.1,57.5,645,518,9,200,56,1029,1.51,24.2,ons_modeled
2016,Poole,South West,city_medium,149000,2217,1607,26604,2350,28195,1248,7.2,0.943,0.7,57.2,610,498,9,194,53,1000,1.61,22.5,ons_modeled
2017,Poole,South West,city_medium,149000,2255,1635,27060,2413,28954,1300,7.5,0.935,2.7,57.6,688,504,9,205,56,1022,1.6,22.4,ons_modeled
2018,Poole,South West,city_medium,149000,2274,1649,27288,2463,29559,1357,7.83,0.923,2.5,58.0,677,540,10,218,57,1094,1.51,23.7,ons_modeled
2019,Poole,South West,city_medium,149000,2367,1716,28404,2532,30378,1423,8.21,0.935,1.7,57.7,700,533,10,211,60,1085,1.58,22.5,ons_modeled
2020,Poole,South West,city_medium,149000,2545,1845,30540,2622,31461,1511,8.72,0.971,0.9,58.6,673,537,10,215,59,1092,1.69,21.1,ons_modeled
2021,Poole,South West,city_medium,149000,2520,1827,30240,2648,31772,1544,8.91,0.952,2.5,58.2,732,568,10,214,59,1124,1.63,22.5,ons_modeled
2022,Poole,South West,city_medium,149000,2637,1912,31644,2750,33000,1647,9.5,0.959,9.1,58.6,750,643,11,232,63,1249,1.53,24.4,ons_modeled
2023,Poole,South West,city_medium,149000,2858,2072,34296,2914,34963,1806,10.42,0.981,7.3,59.2,806,680,12,260,68,1345,1.54,23.8,ons_modeled
2024,Poole,South West,city_medium,149000,2890,2095,34680,3119,37430,1983,11.44,0.927,2.6,59.4,863,653,12,258,71,1322,1.58,22.6,ons_modeled
2010,Taunton,South West,city_small,65000,1984,1438,23808,2157,25879,1028,5.93,0.92,3.3,50.2,490,419,7,164,39,829,1.73,21.1,ons_modeled
2011,Taunton,South West,city_small,65000,1928,1398,23136,2183,26200,1054,6.08,0.883,4.5,49.8,511,399,8,175,43,847,1.65,20.7,ons_modeled
2012,Taunton,South West,city_small,65000,2034,1475,24408,2208,26500,1073,6.19,0.921,2.8,50.1,536,422,8,182,45,881,1.67,20.7,ons_modeled
2013,Taunton,South West,city_small,65000,1979,1435,23748,2250,27000,1094,6.31,0.88,2.6,50.1,576,445,8,174,44,896,1.6,22.5,ons_modeled
2014,Taunton,South West,city_small,65000,2008,1456,24096,2267,27200,1127,6.5,0.886,1.5,50.7,562,458,9,182,45,940,1.55,22.8,ons_modeled
2015,Taunton,South West,city_small,65000,2032,1473,24384,2304,27645,1161,6.7,0.882,0.1,51.3,548,453,8,187,44,919,1.6,22.3,ons_modeled
2016,Taunton,South West,city_small,65000,2124,1540,25488,2350,28195,1248,7.2,0.904,0.7,50.2,564,442,8,183,45,905,1.7,20.8,ons_modeled
2017,Taunton,South West,city_small,65000,2230,1617,26760,2413,28954,1300,7.5,0.924,2.7,51.4,608,472,8,184,48,941,1.72,21.2,ons_modeled
2018,Taunton,South West,city_small,65000,2226,1614,26712,2463,29559,1357,7.83,0.904,2.5,51.6,574,480,9,201,49,989,1.63,21.6,ons_modeled
2019,Taunton,South West,city_small,65000,2207,1600,26484,2532,30378,1423,8.21,0.872,1.7,50.9,589,506,9,192,48,1007,1.59,22.9,ons_modeled
2020,Taunton,South West,city_small,65000,2318,1681,27816,2622,31461,1511,8.72,0.884,0.9,51.1,579,494,9,199,48,1002,1.68,21.3,ons_modeled
2021,Taunton,South West,city_small,65000,2305,1671,27660,2648,31772,1544,8.91,0.87,2.5,52.1,638,499,9,198,50,1010,1.65,21.6,ons_modeled
2022,Taunton,South West,city_small,65000,2497,1810,29964,2750,33000,1647,9.5,0.908,9.1,51.7,691,542,10,229,56,1118,1.62,21.7,ons_modeled
2023,Taunton,South West,city_small,65000,2577,1868,30924,2914,34963,1806,10.42,0.884,7.3,51.5,725,568,11,246,58,1189,1.57,22.0,ons_modeled
2024,Taunton,South West,city_small,65000,2831,2052,33972,3119,37430,1983,11.44,0.908,2.6,51.4,759,574,11,245,59,1198,1.71,20.3,ons_modeled
2010,Torquay,South West,city_small,66000,1973,1430,23676,2157,25879,1028,5.93,0.915,3.3,49.5,475,418,7,170,41,836,1.71,21.2,ons_modeled
2011,Torquay,South West,city_small,66000,1985,1439,23820,2183,26200,1054,6.08,0.909,4.5,50.7,497,402,7,169,41,822,1.75,20.3,ons_modeled
2012,Torquay,South West,city_small,66000,2014,1460,24168,2208,26500,1073,6.19,0.912,2.8,50.9,519,438,8,183,41,894,1.63,21.7,ons_modeled
2013,Torquay,South West,city_small,66000,2034,1475,24408,2250,27000,1094,6.31,0.904,2.6,49.8,530,424,8,174,46,877,1.68,20.8,ons_modeled
2014,Torquay,South West,city_small,66000,1995,1446,23940,2267,27200,1127,6.5,0.88,1.5,50.5,547,438,8,182,46,901,1.6,22.0,ons_modeled
2015,Torquay,South West,city_small,66000,2090,1515,25080,2304,27645,1161,6.7,0.907,0.1,50.4,542,440,8,188,44,907,1.67,21.1,ons_modeled
2016,Torquay,South West,city_small,66000,2119,1536,25428,2350,28195,1248,7.2,0.902,0.7,51.1,558,444,8,187,45,911,1.69,21.0,ons_modeled
2017,Torquay,South West,city_small,66000,2116,1534,25392,2413,28954,1300,7.5,0.877,2.7,50.5,593,457,9,182,46,942,1.63,21.6,ons_modeled
2018,Torquay,South West,city_small,66000,2247,1629,26964,2463,29559,1357,7.83,0.912,2.5,51.2,611,470,8,194,47,950,1.71,20.9,ons_modeled
2019,Torquay,South West,city_small,66000,2262,1640,27144,2532,30378,1423,8.21,0.893,1.7,50.7,576,500,9,191,47,999,1.64,22.1,ons_modeled
2020,Torquay,South West,city_small,66000,2377,1723,28524,2622,31461,1511,8.72,0.907,0.9,51.4,595,470,9,203,48,982,1.75,19.8,ons_modeled
2021,Torquay,South West,city_small,66000,2337,1694,28044,2648,31772,1544,8.91,0.883,2.5,51.2,635,511,9,199,50,1023,1.66,21.9,ons_modeled
2022,Torquay,South West,city_small,66000,2393,1735,28716,2750,33000,1647,9.5,0.87,9.1,51.0,676,553,10,214,55,1113,1.56,23.1,ons_modeled
2023,Torquay,South West,city_small,66000,2659,1928,31908,2914,34963,1806,10.42,0.912,7.3,52.3,726,574,11,236,57,1184,1.63,21.6,ons_modeled
2024,Torquay,South West,city_small,66000,2801,2031,33612,3119,37430,1983,11.44,0.898,2.6,52.2,751,624,11,252,59,1255,1.62,22.3,ons_modeled
2010,Edinburgh,Scotland,city_large,550000,2215,1606,26580,2157,25879,1028,5.93,1.027,3.3,72.9,731,566,9,187,56,1056,1.52,25.6,numbeo
2011,Edinburgh,Scotland,city_large,550000,2129,1544,25548,2183,26200,1054,6.08,0.975,4.5,72.8,801,584,9,208,60,1102,1.4,27.4,numbeo
2012,Edinburgh,Scotland,city_large,550000,2220,1610,26640,2208,26500,1073,6.19,1.005,2.8,73.3,774,592,10,213,60,1137,1.42,26.7,numbeo
2013,Edinburgh,Scotland,city_large,550000,2300,1668,27600,2250,27000,1094,6.31,1.022,2.6,73.7,799,648,9,209,62,1172,1.42,28.2,numbeo
2014,Edinburgh,Scotland,city_large,550000,2223,1612,26676,2267,27200,1127,6.5,0.981,1.5,74.0,840,645,10,212,63,1195,1.35,29.0,numbeo
2015,Edinburgh,Scotland,city_large,550000,2357,1709,28284,2304,27645,1161,6.7,1.023,0.1,74.5,796,610,10,212,62,1159,1.47,25.9,numbeo
2016,Edinburgh,Scotland,city_large,550000,2298,1666,27576,2350,28195,1248,7.2,0.978,0.7,74.2,832,668,10,215,66,1224,1.36,29.1,numbeo
2017,Edinburgh,Scotland,city_large,550000,2364,1714,28368,2413,28954,1300,7.5,0.98,2.7,74.6,838,632,10,225,64,1198,1.43,26.7,numbeo
2018,Edinburgh,Scotland,city_large,550000,2541,1842,30492,2463,29559,1357,7.83,1.032,2.5,74.1,896,685,11,234,65,1283,1.44,27.0,numbeo
2019,Edinburgh,Scotland,city_large,550000,2619,1899,31428,2532,30378,1423,8.21,1.034,1.7,75.4,859,653,10,236,67,1237,1.54,24.9,numbeo
2020,Edinburgh,Scotland,city_large,550000,2742,1988,32904,2622,31461,1511,8.72,1.046,0.9,75.1,868,673,10,234,71,1259,1.58,24.5,numbeo
2021,Edinburgh,Scotland,city_large,550000,2664,1931,31968,2648,31772,1544,8.91,1.006,2.5,75.6,919,704,11,243,70,1320,1.46,26.4,numbeo
2022,Edinburgh,Scotland,city_large,550000,2857,2071,34284,2750,33000,1647,9.5,1.039,9.1,75.1,993,756,12,271,80,1438,1.44,26.5,numbeo
2023,Edinburgh,Scotland,city_large,550000,2906,2107,34872,2914,34963,1806,10.42,0.997,7.3,76.3,1058,831,13,283,81,1552,1.36,28.6,numbeo
2024,Edinburgh,Scotland,city_large,550000,3231,2342,38772,3119,37430,1983,11.44,1.036,2.6,75.6,1116,873,13,294,84,1611,1.45,27.0,numbeo
2010,Glasgow,Scotland,city_large,635000,1944,1409,23328,2157,25879,1028,5.93,0.901,3.3,67.7,754,594,9,195,55,1091,1.29,30.6,numbeo
2011,Glasgow,Scotland,city_large,635000,1897,1375,22764,2183,26200,1054,6.08,0.869,4.5,67.2,774,597,9,198,57,1102,1.25,31.5,numbeo
2012,Glasgow,Scotland,city_large,635000,1981,1436,23772,2208,26500,1073,6.19,0.897,2.8,67.7,817,617,10,210,62,1161,1.24,31.1,numbeo
2013,Glasgow,Scotland,city_large,635000,2073,1503,24876,2250,27000,1094,6.31,0.921,2.6,67.3,799,642,9,209,64,1168,1.29,31.0,numbeo
2014,Glasgow,Scotland,city_large,635000,1980,1436,23760,2267,27200,1127,6.5,0.873,1.5,68.3,811,630,10,213,65,1183,1.21,31.8,numbeo
2015,Glasgow,Scotland,city_large,635000,2118,1536,25416,2304,27645,1161,6.7,0.919,0.1,68.8,836,608,10,218,65,1166,1.32,28.7,numbeo
2016,Glasgow,Scotland,city_large,635000,2155,1562,25860,2350,28195,1248,7.2,0.917,0.7,68.3,855,630,10,223,64,1192,1.31,29.2,numbeo
2017,Glasgow,Scotland,city_large,635000,2100,1522,25200,2413,28954,1300,7.5,0.87,2.7,69.2,853,679,10,231,66,1253,1.21,32.3,numbeo
2018,Glasgow,Scotland,city_large,635000,2213,1604,26556,2463,29559,1357,7.83,0.898,2.5,69.1,911,665,11,227,65,1256,1.28,30.0,numbeo
2019,Glasgow,Scotland,city_large,635000,2210,1602,26520,2532,30378,1423,8.21,0.873,1.7,68.7,874,662,11,239,67,1269,1.26,30.0,numbeo
2020,Glasgow,Scotland,city_large,635000,2309,1674,27708,2622,31461,1511,8.72,0.881,0.9,69.4,908,657,11,227,72,1257,1.33,28.5,numbeo
2021,Glasgow,Scotland,city_large,635000,2331,1690,27972,2648,31772,1544,8.91,0.88,2.5,70.1,947,676,11,237,70,1286,1.31,29.0,numbeo
2022,Glasgow,Scotland,city_large,635000,2431,1762,29172,2750,33000,1647,9.5,0.884,9.1,69.3,1036,744,12,257,77,1409,1.25,30.6,numbeo
2023,Glasgow,Scotland,city_large,635000,2602,1886,31224,2914,34963,1806,10.42,0.893,7.3,69.8,1111,821,13,277,86,1541,1.22,31.6,numbeo
2024,Glasgow,Scotland,city_large,635000,2872,2082,34464,3119,37430,1983,11.44,0.921,2.6,69.5,1081,835,13,295,85,1575,1.32,29.1,numbeo
2010,Aberdeen,Scotland,city_large,230000,2138,1550,25656,2157,25879,1028,5.93,0.991,3.3,65.0,712,555,8,196,59,1037,1.49,26.0,numbeo
2011,Aberdeen,Scotland,city_large,230000,2053,1488,24636,2183,26200,1054,6.08,0.94,4.5,65.3,756,586,9,197,60,1093,1.36,28.5,numbeo
2012,Aberdeen,Scotland,city_large,230000,2198,1594,26376,2208,26500,1073,6.19,0.995,2.8,65.3,814,590,9,200,59,1101,1.45,26.8,numbeo
2013,Aberdeen,Scotland,city_large,230000,2109,1529,25308,2250,27000,1094,6.31,0.937,2.6,65.7,791,630,10,210,63,1176,1.3,29.9,numbeo
2014,Aberdeen,Scotland,city_large,230000,2143,1554,25716,2267,27200,1127,6.5,0.945,1.5,66.1,780,659,9,221,63,1198,1.3,30.8,numbeo
2015,Aberdeen,Scotland,city_large,230000,2219,1609,26628,2304,27645,1161,6.7,0.963,0.1,66.0,782,631,10,215,62,1183,1.36,28.4,numbeo
2016,Aberdeen,Scotland,city_large,230000,2252,1633,27024,2350,28195,1248,7.2,0.958,0.7,66.9,838,656,10,212,66,1209,1.35,29.1,numbeo
2017,Aberdeen,Scotland,city_large,230000,2368,1717,28416,2413,28954,1300,7.5,0.981,2.7,67.2,886,678,10,231,64,1250,1.37,28.6,numbeo
2018,Aberdeen,Scotland,city_large,230000,2476,1795,29712,2463,29559,1357,7.83,1.005,2.5,66.3,901,671,10,237,69,1256,1.43,27.1,numbeo
2019,Aberdeen,Scotland,city_large,230000,2510,1820,30120,2532,30378,1423,8.21,0.991,1.7,67.2,870,661,10,241,69,1252,1.45,26.3,numbeo
2020,Aberdeen,Scotland,city_large,230000,2504,1815,30048,2622,31461,1511,8.72,0.955,0.9,67.7,865,720,11,227,71,1319,1.38,28.8,numbeo
2021,Aberdeen,Scotland,city_large,230000,2555,1852,30660,2648,31772,1544,8.91,0.965,2.5,67.8,916,730,11,235,71,1339,1.38,28.6,numbeo
2022,Aberdeen,Scotland,city_large,230000,2789,2022,33468,2750,33000,1647,9.5,1.014,9.1,67.9,1010,807,12,260,78,1476,1.37,28.9,numbeo
2023,Aberdeen,Scotland,city_large,230000,2878,2087,34536,2914,34963,1806,10.42,0.988,7.3,67.8,1086,827,12,286,85,1535,1.36,28.7,numbeo
2024,Aberdeen,Scotland,city_large,230000,2997,2173,35964,3119,37430,1983,11.44,0.961,2.6,67.5,1092,882,13,299,87,1628,1.33,29.4,numbeo
2010,Dundee,Scotland,city_medium,148000,2165,1570,25980,2157,25879,1028,5.93,1.004,3.3,57.0,552,438,8,177,48,890,1.76,20.2,ons_modeled
2011,Dundee,Scotland,city_medium,148000,2105,1526,25260,2183,26200,1054,6.08,0.964,4.5,58.2,596,483,9,182,48,963,1.58,22.9,ons_modeled
2012,Dundee,Scotland,city_medium,148000,2170,1573,26040,2208,26500,1073,6.19,0.983,2.8,58.3,599,500,9,193,53,998,1.58,23.0,ons_modeled
2013,Dundee,Scotland,city_medium,148000,2179,1580,26148,2250,27000,1094,6.31,0.968,2.6,58.2,615,503,9,202,55,1013,1.56,23.1,ons_modeled
2014,Dundee,Scotland,city_medium,148000,2294,1663,27528,2267,27200,1127,6.5,1.012,1.5,57.7,649,529,9,191,55,1030,1.61,23.1,ons_modeled
2015,Dundee,Scotland,city_medium,148000,2243,1626,26916,2304,27645,1161,6.7,0.974,0.1,58.0,663,496,9,202,54,1007,1.61,22.1,ons_modeled
